id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
999161887055542119,https://www.airbnb.com/rooms/999161887055542119,20250502031400,2025-05-02,city scrape,"Spacious Apartment Downtown Albany, NY","Enjoy easy access to everything Albany has to offer from this centrally-located, high ceiling apartment downtown, just a few minutes walk to the Palace Theatre, McGeary’s Pub, 677 Prime Steakhouse, The Olde English Pub, Empire Live, Albany Skywalk, Albany Pump Station, Albany City Hall, MVP Arena, City Hall, NYS Capitol etc..",,https://a0.muscache.com/pictures/hosting/Hosting-999161887055542119/original/ba17feda-1860-418e-9dc7-370b93834d5c.jpeg,531209536,https://www.airbnb.com/users/show/531209536,Amar,2023-08-11,,"",within an hour,100%,98%,t,https://a0.muscache.com/im/pictures/user/User-531209536/original/9622cbde-403f-4dc4-864d-dcd71e0777b8.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-531209536/original/9622cbde-403f-4dc4-864d-dcd71e0777b8.jpeg?aki_policy=profile_x_medium,Ten Broeck Triangle,1,1,"['email', 'phone']",t,f,,THIRD WARD,,42.65762,-73.75116,Entire rental unit,Entire home/apt,2,1.0,1 bath,1,1,"[""Iron"", ""Coffee maker: Keurig coffee machine"", ""Coffee"", ""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Portable air conditioning"", ""Toaster"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Self check-in"", ""55 inch HDTV with Fire TV, Amazon Prime Video, Roku"", ""Conditioner"", ""Clothing storage: closet and dresser"", ""Kitchen"", ""First aid kit"", ""Shower gel"", ""Hangers"", ""Ceiling fan"", ""Free dryer \u2013 In unit"", ""Wine glasses"", ""Keypad"", ""Bathtub"", ""Bed linens"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Body soap"", ""Board games"", ""Smoke alarm"", ""Stainless steel electric stove"", ""Microwave"", ""Dining table"", ""Indoor fireplace: electric"", ""Central heating"", ""Stainless steel oven"", ""Carbon monoxide alarm"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Dishes and silverware""]",$84.00,1,120,1,1,1125,1125,1.0,1125.0,,t,10,22,48,83,2025-05-02,32,22,0,83,27,132,11088,2023-10-18,2024-12-29,4.94,4.91,4.84,4.94,4.84,4.78,4.84,,f,1,1,0,0,1.71
1004978540001566331,https://www.airbnb.com/rooms/1004978540001566331,20250502031400,2025-05-02,city scrape,Elegant Albany Retreat | Mins to D/T & UAlbany,"Located in the heart of Albany, only 7 minutes from SUNY Albany and 4 minutes from St. Peter's Hospital, Casa Bancroft is a charming Mid-Century modern home that has everything you need for a comfortable stay.<br />The first level of the home is exclusively yours with an inviting living area, sun-filled dining, a fully equipped kitchen, two refreshed bathrooms and three spacious bedrooms.<br />Stay just 10 minutes from Downtown, Washington Park, MVP arena and of course “The Egg”!","Nestled in the serene Buckingham Lake neighborhood, our Airbnb offers a safe and peaceful retreat in Albany, NY. Explore the nearby Buckingham Lake Park, with its scenic trails and green spaces. Enjoy the convenience of being minutes away from downtown Albany's vibrant culture, dining, and attractions. Whether you're seeking relaxation or adventure, this location provides the best of both worlds.",https://a0.muscache.com/pictures/hosting/Hosting-1004978540001566331/original/f14e35b1-1d21-4a72-97e2-9efcee875c27.jpeg,31318080,https://www.airbnb.com/users/show/31318080,Cindy,2015-04-16,"New York, NY","Hello! I'm a New Yorker with a deep love for travel and a knack for finding amazing Airbnb stays worldwide. Now, as your host, my focus is on providing you with the ultimate comfort and convenience.

Step into my remodeled Mid-Century house,  where each room is designed for you—inviting, spacious, and serene. Anticipate a comfortable stay, rich with amenities tailored just for you.",within an hour,100%,97%,t,https://a0.muscache.com/im/pictures/user/User-31318080/original/55752091-2f1d-4325-8659-53a98385fb91.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-31318080/original/55752091-2f1d-4325-8659-53a98385fb91.jpeg?aki_policy=profile_x_medium,Buckingham Lake,1,1,"['email', 'phone']",t,t,Neighborhood highlights,EIGHTH WARD,,42.6555,-73.81066,Entire home,Entire home/apt,6,2.0,2 baths,3,3,"[""Books and reading material"", ""Iron"", ""Coffee"", ""Window AC unit"", ""Shampoo"", ""Coffee maker: drip coffee maker"", ""Exterior security cameras on property"", ""Blomberg refrigerator"", ""Essentials"", ""Private backyard \u2013 Fully fenced"", ""Toaster"", ""Cooking basics"", ""Freezer"", ""Stainless steel single oven"", ""Hot water kettle"", ""Self check-in"", ""Free driveway parking on premises \u2013 3 spaces"", ""Conditioner"", ""Clothing storage: closet and dresser"", ""Kitchen"", ""GE stainless steel gas stove"", ""First aid kit"", ""Shower gel"", ""Hangers"", ""Standalone high chair - always at the listing"", ""Free dryer \u2013 In unit"", ""Children\u2019s dinnerware"", ""Baby safety gates"", ""Ceiling fan"", ""Wine glasses"", ""Room-darkening shades"", ""Keypad"", ""Bathtub"", ""Bed linens"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Free washer \u2013 In unit"", ""Private entrance"", ""Body soap"", ""Board games"", ""Smoke alarm"", ""Hair dryer"", ""Microwave"", ""TV with Roku, standard cable"", ""Dining table"", ""Crib - available upon request"", ""Central heating"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Blender"", ""Dishwasher"", ""Dishes and silverware""]",$168.00,2,21,2,2,1125,1125,2.0,1125.0,,t,14,35,60,140,2025-05-02,49,44,1,140,41,255,42840,2024-02-17,2025-04-20,5.0,4.98,4.98,5.0,5.0,4.96,5.0,,f,1,1,0,0,3.33
1005978346817864540,https://www.airbnb.com/rooms/1005978346817864540,20250502031400,2025-05-02,city scrape,Massive 4BD/3BA 2-Fl Townhouse Apt Downtown Albany,"Stay in our 4-bedroom townhouse-style 2-story apartment nestled in a renovated, historic 200-year-old building located in Albany's serene Pastures neighborhood. Just a short walk from landmarks like the Albany Medical Center, Times Union Center, Empire State Plaza, and vibrant Lark Street. Easy access to I-787, I-90 & I-87. Four queen beds and a queen air mattress accommodate up to 10. Ideal for large families and groups. Dive into Albany's history with modern comforts.",+ 92 Walkscore<br />+ 5-minute walk to MVP Arena<br />+ 13-minute walk to N.Y.S. Museum and Empire State Plaza<br />+ 4-minute drive to Palace Theatre<br />+ Numerous restaurants and fast food within 5-10 minute walk<br />+ Large open grassy area in rear of building,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6MTAwNTk3ODM0NjgxNzg2NDU0MA%3D%3D/original/a27d5e78-4055-40c9-a83c-78c57462933c.jpeg,44434571,https://www.airbnb.com/users/show/44434571,Earl,2015-09-17,,"I grew up in Cebu, Philippines and moved to New York when I was 10. After living around the Capital Region through grade school, I studied Computer Engineering at NYU. Since graduating, I've worked in video production, higher ed, satellite engineering, and crypto. I love traveling on small budgets (with the help of award travel with credit card points and miles), and I have a passion for technology, real estate investment, and entrepreneurship.",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/6bc9c700-81be-4452-b5f4-df6fba4cd395.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/6bc9c700-81be-4452-b5f4-df6fba4cd395.jpg?aki_policy=profile_x_medium,Pastures,9,11,"['email', 'phone']",t,t,Neighborhood highlights,SECOND WARD,,42.64534889999999,-73.75364650000002,Entire rental unit,Entire home/apt,12,3.0,3 baths,4,4,"[""Iron"", ""Coffee"", ""Luggage dropoff allowed"", ""Window AC unit"", ""Bidet"", ""Shampoo"", ""Long term stays allowed"", ""Coffee maker: drip coffee maker"", ""Exterior security cameras on property"", ""Essentials"", ""Toaster"", ""Cooking basics"", ""Freezer"", ""Free carport on premises \u2013 1 space"", ""Noise decibel monitors on property"", ""Self check-in"", ""Cleaning available during stay"", ""Baking sheet"", ""Conditioner"", ""Frigidaire electric stove"", ""Kitchen"", ""First aid kit"", ""Pets allowed"", ""Smart lock"", ""Shower gel"", ""Hangers"", ""Room-darkening shades"", ""Bathtub"", ""Bed linens"", ""Extra pillows and blankets"", ""Paid street parking off premises"", ""Fire extinguisher"", ""Private entrance"", ""Body soap"", ""Game console: PS3"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Smoke alarm"", ""Free washer \u2013 In building"", ""Hair dryer"", ""70 inch HDTV with Amazon Prime Video, Disney+, Hulu, Netflix, Roku, Chromecast"", ""Microwave"", ""Dining table"", ""Paid parking on premises"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib - available upon request"", ""Oven"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Frigidaire refrigerator"", ""Laundromat nearby"", ""Shared backyard \u2013 Fully fenced"", ""Dishwasher"", ""Paid dryer \u2013 In building"", ""Radiant heating"", ""Dishes and silverware""]",$183.00,1,365,1,3,1125,1125,2.2,1125.0,,t,18,40,64,334,2025-05-02,59,44,3,214,39,255,46665,2023-10-29,2025-04-28,4.8,4.85,4.83,4.85,4.9,4.53,4.75,,f,9,9,0,0,3.21
1007354086435981132,https://www.airbnb.com/rooms/1007354086435981132,20250502031400,2025-05-02,city scrape,Top floor w/off street parking,The whole group will enjoy easy access to everything from this centrally located place.,,https://a0.muscache.com/pictures/hosting/Hosting-1007354086435981132/original/45448776-e385-4c11-ad96-bdb292384e7f.jpeg,232967878,https://www.airbnb.com/users/show/232967878,Diana,2018-12-28,"Albany, NY","",within a few hours,100%,97%,t,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-232967878/original/cea8ebfc-ac7a-4317-a182-2fe36680942c.jpeg?aki_policy=profile_x_medium,Delaware Avenue,24,38,['phone'],t,t,,TENTH WARD,,42.66091,-73.78453,Entire rental unit,Entire home/apt,6,1.0,1 bath,4,0,"[""Books and reading material"", ""Iron"", ""Coffee maker: Keurig coffee machine"", ""Mini fridge"", ""Coffee"", ""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Essentials"", ""Cooking basics"", ""Self check-in"", ""Cleaning available during stay"", ""Baking sheet"", ""Conditioner"", ""Kitchen"", ""Washer"", ""First aid kit"", ""Smart lock"", ""High chair"", ""Free residential garage on premises"", ""Shower gel"", ""Hangers"", ""Wine glasses"", ""Children\u2019s dinnerware"", ""TV"", ""Bathtub"", ""Bed linens"", ""Backyard"", ""Extra pillows and blankets"", ""Stove"", ""Children\u2019s books and toys"", ""Body soap"", ""Board games"", ""Smoke alarm"", ""Air conditioning"", ""Hair dryer"", ""Microwave"", ""Dining table"", ""Heating"", ""Dryer"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Wifi"", ""Cleaning products"", ""Clothing storage"", ""Dishes and silverware""]",$189.00,1,365,1,1,365,365,1.0,365.0,,t,25,55,63,63,2025-05-02,35,20,0,63,26,120,22680,2023-11-05,2025-03-16,4.77,4.83,4.89,4.91,4.86,4.54,4.8,,f,22,22,0,0,1.93
1010759793485911351,https://www.airbnb.com/rooms/1010759793485911351,20250502031400,2025-05-02,city scrape,Abba House Historic Retreat - 3rd Flr Twin Bed,"In the heart of Albany, our expansive home offers you a quaint, private room. Experience the charm of staying in a spacious dwelling while enjoying the conveniences of a central location, ideal for those who explore on foot. Our home exudes elegance with its lofty ceilings, intricate detailing, and spacious common areas. Feel free to relax in the lounge, brew coffee in the kitchen, or take in some fresh air on our terrace. The shared bathrooms are modern, clean, and equipped with essentials.",,https://a0.muscache.com/pictures/7888b7b2-0304-482b-bd11-7f369f1670b1.jpg,382970529,https://www.airbnb.com/users/show/382970529,Thomas,2021-01-04,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-382970529/original/f67e3cf8-d05c-455b-8f4e-7b2a7c4ecad7.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-382970529/original/f67e3cf8-d05c-455b-8f4e-7b2a7c4ecad7.jpeg?aki_policy=profile_x_medium,Melrose,14,25,"['email', 'phone']",t,t,,THIRTEENTH WARD,,42.67003,-73.79771,Private room in home,Private room,1,3.0,3 baths,1,1,"[""Iron"", ""Movie theater"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Cooking basics"", ""Noise decibel monitors on property"", ""Self check-in"", ""Lock on bedroom door"", ""Kitchen"", ""Washer"", ""Hangers"", ""Keypad"", ""TV"", ""Backyard"", ""Fire extinguisher"", ""Smoke alarm"", ""Air conditioning"", ""Hair dryer"", ""Free parking on premises"", ""Heating"", ""Dedicated workspace"", ""Dryer"", ""Carbon monoxide alarm"", ""Hot water"", ""Outdoor dining area"", ""Wifi"", ""Shared hot tub - available all year, open 24 hours"", ""Dishes and silverware""]",$51.00,1,365,1,1,1125,1125,1.0,1125.0,,t,30,60,90,269,2025-05-02,57,37,2,244,41,222,11322,2023-11-03,2025-04-29,4.88,4.88,4.89,4.86,4.88,4.89,4.86,,f,14,4,10,0,3.13
1010759799610182054,https://www.airbnb.com/rooms/1010759799610182054,20250502031400,2025-05-02,city scrape,Abba House historic Retreat - 3rd Floor Single Bed,"Our home is a sanctuary of space and elegance. It boasts high ceilings, polished wooden floors, and open lounging areas where you can mingle or find a quiet corner.<br />	Enjoy our kitchen for a cup of coffee or savor a movie night in the living room.<br />	Our sun-drenched patio is perfect for a morning stretch or an evening wind-down with a glass of wine.<br />Step outside, and you’re in the heart of the city’s most walkable district. A short stroll takes you to eateries catering to all taste buds.",,https://a0.muscache.com/pictures/e32edcd2-c5fb-419c-8ef0-8971db5d33b6.jpg,382970529,https://www.airbnb.com/users/show/382970529,Thomas,2021-01-04,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-382970529/original/f67e3cf8-d05c-455b-8f4e-7b2a7c4ecad7.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-382970529/original/f67e3cf8-d05c-455b-8f4e-7b2a7c4ecad7.jpeg?aki_policy=profile_x_medium,Melrose,14,25,"['email', 'phone']",t,t,,THIRTEENTH WARD,,42.66971,-73.79755,Private room in home,Private room,1,3.0,3 shared baths,1,1,"[""Books and reading material"", ""Iron"", ""Coffee"", ""Luggage dropoff allowed"", ""Refrigerator"", ""Long term stays allowed"", ""Shared hot tub - available all year"", ""Exterior security cameras on property"", ""Private backyard \u2013 Fully fenced"", ""Essentials"", ""Toaster"", ""Cooking basics"", ""Freezer"", ""Free dryer \u2013 In building"", ""Noise decibel monitors on property"", ""Hot water kettle"", ""Barbecue utensils"", ""Self check-in"", ""Baking sheet"", ""Conditioner"", ""Lock on bedroom door"", ""Kitchen"", ""First aid kit"", ""Stainless steel double oven"", ""Shower gel"", ""Hangers"", ""Wine glasses"", ""Keypad"", ""TV"", ""Coffee maker: drip coffee maker, Keurig coffee machine, Nespresso"", ""Bed linens"", ""Shared BBQ grill: gas"", ""Extra pillows and blankets"", ""Fire extinguisher"", ""Body soap"", ""Board games"", ""Head and Shoulders shampoo"", ""Smoke alarm"", ""Free washer \u2013 In building"", ""Hair dryer"", ""Free parking on premises"", ""Clothing storage: walk-in closet"", ""Microwave"", ""Bread maker"", ""Shared patio or balcony"", ""Dining table"", ""Central heating"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Hot water"", ""Gas stove"", ""Outdoor dining area"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Blender"", ""Laundromat nearby"", ""Central air conditioning"", ""Dishwasher"", ""Outdoor furniture"", ""Dishes and silverware""]",$51.00,1,365,1,1,1125,1125,1.0,1125.0,,t,30,60,90,269,2025-05-02,64,41,1,244,40,246,12546,2023-11-05,2025-04-12,4.88,4.78,4.91,4.81,4.86,4.89,4.83,,f,14,4,10,0,3.52
1012862218478447339,https://www.airbnb.com/rooms/1012862218478447339,20250502031400,2025-05-02,city scrape,Centrally Located 4 Story Manor,"Walkable Neighborhood: Our manor is located in a charming, walkable neighborhood that puts you within easy reach of Albany's top attractions. Stroll to local cafes, shops, and parks.<br /><br />Centrally Located: You'll find that Albany's most popular destinations are just minutes away. Whether you're here for business or leisure, you'll appreciate the convenience of this prime location.<br /><br />Modern Amenities: Stay connected with high-speed Wi-Fi and stay comfortable with central heating and air conditioning.",Albany's Best!,https://a0.muscache.com/pictures/hosting/Hosting-969886763377526954/original/c91b6a05-75c2-45a1-a901-e9329b42d75f.jpeg,382970529,https://www.airbnb.com/users/show/382970529,Thomas,2021-01-04,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-382970529/original/f67e3cf8-d05c-455b-8f4e-7b2a7c4ecad7.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-382970529/original/f67e3cf8-d05c-455b-8f4e-7b2a7c4ecad7.jpeg?aki_policy=profile_x_medium,Melrose,14,25,"['email', 'phone']",t,t,Neighborhood highlights,THIRTEENTH WARD,,42.669899245465515,-73.7977031057611,Entire home,Entire home/apt,15,4.0,4 baths,7,8,"[""Books and reading material"", ""Iron"", ""Movie theater"", ""Coffee"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Hammock"", ""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Shared hot tub - available all year"", ""Exterior security cameras on property"", ""Essentials"", ""Toaster"", ""Cooking basics"", ""Freezer"", ""Noise decibel monitors on property"", ""Hot water kettle"", ""Barbecue utensils"", ""Self check-in"", ""Dishes and silverware"", ""Baking sheet"", ""Conditioner"", ""Kitchen"", ""Washer"", ""First aid kit"", ""Pets allowed"", ""Portable fans"", ""Shower gel"", ""Hangers"", ""Ceiling fan"", ""Wine glasses"", ""Private patio or balcony"", ""TV"", ""Keypad"", ""Bed linens"", ""Backyard"", ""Extra pillows and blankets"", ""Stove"", ""Fire extinguisher"", ""Private entrance"", ""Body soap"", ""Board games"", ""BBQ grill"", ""Smoke alarm"", ""Air conditioning"", ""Hair dryer"", ""Free parking on premises"", ""Microwave"", ""Bread maker"", ""Dining table"", ""Heating"", ""Dedicated workspace"", ""Dryer"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Outdoor dining area"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Elevator"", ""Laundromat nearby"", ""Blender"", ""Dishwasher"", ""Outdoor furniture"", ""Clothing storage"", ""Safe""]","$1,200.00",1,10,1,1,10,10,1.0,10.0,,t,0,0,0,172,2025-05-02,0,0,0,147,0,0,0,,,,,,,,,,,f,14,4,10,0,
1013659440189111738,https://www.airbnb.com/rooms/1013659440189111738,20250502031400,2025-05-02,city scrape,Abba House Historic Retreat - 2nd Floor Full Bed,"Experience the comfort of staying in a second room of our centrally located home. Conveniently situated on the main bus line, this residence offers ease of access to the city’s top destinations. Make yourself at home in our shared spaces, which include three serene enclosed porches and two Lovesac bean bags. Whether you’re traveling for work or leisure, our home promises a restful and enjoyable stay. Join us and immerse yourself in a welcoming atmosphere, complete with all the comforts of home.",,https://a0.muscache.com/pictures/c5d5a479-fb1c-4792-ab86-049702a64ecc.jpg,382970529,https://www.airbnb.com/users/show/382970529,Thomas,2021-01-04,"Albany, NY","Airbnb has transformed every part of my life for the better. What began as a small side hustle has grown into a cornerstone of my own American Dream. As a high school teacher, I’ve always cherished shaping the future, but hosting on Airbnb allows me to fully embrace and enhance my present. It’s become a creative outlet, enabling me to express my passion for art and design by curating unique, welcoming spaces for my guests. I hope to see you soon!",within an hour,100%,99%,t,https://a0.muscache.com/im/pictures/user/User-382970529/original/f67e3cf8-d05c-455b-8f4e-7b2a7c4ecad7.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-382970529/original/f67e3cf8-d05c-455b-8f4e-7b2a7c4ecad7.jpeg?aki_policy=profile_x_medium,Melrose,14,25,"['email', 'phone']",t,t,,FOURTEENTH WARD,,42.66873,-73.7993,Private room in home,Private room,2,3.0,3 shared baths,1,1,"[""Iron"", ""Coffee"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Cooking basics"", ""Freezer"", ""Noise decibel monitors on property"", ""Hot water kettle"", ""Self check-in"", ""Conditioner"", ""Lock on bedroom door"", ""Kitchen"", ""Washer"", ""First aid kit"", ""Hangers"", ""Keypad"", ""TV"", ""Bed linens"", ""Backyard"", ""Extra pillows and blankets"", ""Stove"", ""Fire extinguisher"", ""Body soap"", ""Board games"", ""BBQ grill"", ""Smoke alarm"", ""Air conditioning"", ""Hair dryer"", ""Free parking on premises"", ""Fire pit"", ""Microwave"", ""Dining table"", ""Heating"", ""Dedicated workspace"", ""Dryer"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Outdoor dining area"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Shared hot tub - available all year, open 24 hours"", ""Blender"", ""Dishwasher"", ""Clothing storage"", ""Dishes and silverware""]",$59.00,1,365,1,2,1125,1125,1.1,1125.0,,t,0,0,12,184,2025-05-02,22,9,0,159,10,54,3186,2023-11-06,2025-01-16,5.0,5.0,4.95,5.0,5.0,4.95,4.95,,f,14,4,10,0,1.21
1015385216942267174,https://www.airbnb.com/rooms/1015385216942267174,20250502031400,2025-05-02,city scrape,纽约州首府的温馨小屋,Enjoy a warm stay at this home centrally located.,"Walk 3 minutes to New Scotland Ave on your left, there are cafes, banks, convenience supermarkets, wineries within 5-10 minutes.",https://a0.muscache.com/pictures/miso/Hosting-1015385216942267174/original/a6bb50af-8230-4d98-b299-2e479e8d24ff.jpeg,182509542,https://www.airbnb.com/users/show/182509542,Yan,2018-04-04,United States,"I am a writer and anchor. Love music, nature,  travel, photography and cats. 我是一位电台主播，基督徒作家。热爱音乐､自然､摄影､旅行。
最喜欢的旅行目的地2018非耶路撒冷莫属，不过2022爱上了土耳其。我会是非常安静和干净的房客。旅游的风格比较简单随意。",a few days or more,0%,0%,f,https://a0.muscache.com/im/pictures/user/b9d68939-18a7-456b-9639-590c0f20514b.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b9d68939-18a7-456b-9639-590c0f20514b.jpg?aki_policy=profile_x_medium,New Scotland,1,2,"['email', 'phone']",t,t,Neighborhood highlights,NINTH WARD,,42.6558992,-73.7965699,Private room in villa,Private room,2,0.5,Half-bath,1,1,"[""Lock on bedroom door"", ""Kitchen"", ""Washer"", ""Wifi"", ""Exterior security cameras on property"", ""Smoke alarm"", ""Free parking on premises""]",$24.00,1,365,1,1,365,365,1.0,365.0,,t,14,44,73,73,2025-05-02,0,0,0,73,0,0,0,,,,,,,,,,,f,1,0,1,0,
1016050146219474145,https://www.airbnb.com/rooms/1016050146219474145,20250502031400,2025-05-02,city scrape,Heart of Albany - Downtown Near Everything,"Prime Real Estate On the Bus Route - Free bus every 20 minutes.<br /><br />This place is in the Heart of Albany, lots of things in walking distance. Bar and Restaurant Mania!<br /><br />Minutes from:<br />Suny Albany Downtown<br />Albany Medical College<br />Albany Law School<br />St Peters Hospital<br />Albany VA Medical Center<br />Samaritan Hospital<br />Albany Memorial Hospital<br />Massry Family Children's Emerg Center",Prime Real Estate in the Center of Albany Downtown. Plenty of Attractions within walking distance.,https://a0.muscache.com/pictures/miso/Hosting-48407173/original/7a6a8d11-e1c7-4835-bfa1-be8c29475cf4.jpeg,42708277,https://www.airbnb.com/users/show/42708277,Rodney,2015-08-27,"New York, NY","I'm a Native New Yorker and I spent several years in Upstate New York while attending college and moving to Albany shortly after for work. My passion is Hospitality and I Absolutely love being an Airbnb host. My properties are designed for maximum comfort and to ensure you have everything you need during your stay. If you have any questions, I am only a message away. ",within an hour,100%,99%,f,https://a0.muscache.com/im/users/42708277/profile_pic/1440816624/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/42708277/profile_pic/1440816624/original.jpg?aki_policy=profile_x_medium,Southeast Raleigh,8,10,"['email', 'phone']",t,t,Neighborhood highlights,SIXTH WARD,,42.65539,-73.76416,Entire rental unit,Entire home/apt,3,1.0,1 bath,0,1,"[""Iron"", ""Mini fridge"", ""Coffee"", ""Coffee maker"", ""Ethernet connection"", ""Shampoo"", ""Refrigerator"", ""Long term stays allowed"", ""Exterior security cameras on property"", ""Essentials"", ""Cooking basics"", ""Freezer"", ""Hot water kettle"", ""Self check-in"", ""Baking sheet"", ""Conditioner"", ""Kitchen"", ""First aid kit"", ""Smart lock"", ""Shower gel"", ""Hangers"", ""Wine glasses"", ""TV"", ""Room-darkening shades"", ""Bathtub"", ""Bed linens"", ""Extra pillows and blankets"", ""Stove"", ""Fire extinguisher"", ""Body soap"", ""Smoke alarm"", ""Hair dryer"", ""Microwave"", ""Heating"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Oven"", ""Hot water"", ""Wifi"", ""Free street parking"", ""Cleaning products"", ""Laundromat nearby"", ""Clothing storage"", ""Dishes and silverware""]",$72.00,1,365,1,2,1125,1125,1.8,1125.0,,t,9,38,38,38,2025-05-02,38,28,1,38,27,168,12096,2023-11-05,2025-04-07,4.82,4.79,4.74,4.84,4.95,4.79,4.79,,t,6,6,0,0,2.09
